,CustomerID,PreferredLoginDevice,PreferredPaymentMode,Gender,PreferedOrderCat,MaritalStatus,Tenure_grp,Churned,city_type,Satisfaction,WarehouseToHome,HourSpendOnApp,NumberOfDeviceRegistered,NumberOfAddress,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount
2602,52603,Mobile Phone,E wallet,Male,Fashion,Married,Tenure_0-12,Yes,Rural,Average,22.0,3.0,3,3,13.0,0.0,1.0,0.0,181.61
2603,52604,Phone,Cash on Delivery,Female,Mobile,Married,Tenure_0-12,No,City,Very High,10.0,3.0,4,2,13.0,0.0,1.0,0.0,121.09
2604,52605,Mobile Phone,Debit Card,Male,Laptop & Accessory,Married,Tenure_0-12,No,City,Average,22.0,2.0,1,4,16.0,1.0,1.0,7.0,152.94
2605,52606,Computer,COD,Male,Mobile,Single,Tenure_0-12,No,City,High,11.0,0.0,3,3,14.0,1.0,1.0,7.0,127.18
2606,52607,Mobile Phone,Credit Card,Male,Laptop & Accessory,Married,Tenure_0-12,No,City,Very Low,24.0,2.0,5,4,16.0,0.0,1.0,0.0,158.11
2607,52608,Computer,COD,Male,Mobile,Married,Tenure_0-12,Yes,City,Average,0.0,2.0,4,10,16.0,1.0,1.0,0.0,124.37
2608,52609,Phone,CC,Male,Mobile,Married,Tenure_12-24,No,City,High,18.0,0.0,3,9,22.0,1.0,1.0,4.0,127.66
2609,52610,Mobile Phone,Credit Card,Male,Others,Married,Tenure_24-48,No,City,Very High,8.0,2.0,4,9,12.0,0.0,1.0,0.0,290.38
2610,52611,Computer,COD,Male,Laptop & Accessory,Married,Tenure_0-12,No,City,High,10.0,0.0,3,6,15.0,0.0,1.0,7.0,130.55
2611,52612,Phone,Debit Card,Male,Mobile,Married,Tenure_0-12,No,City,Very High,15.0,3.0,3,2,20.0,0.0,1.0,4.0,122.88999999999999
2612,52613,Computer,Debit Card,Male,Laptop & Accessory,Married,Tenure_0-12,No,Rural,Average,16.0,2.0,3,2,14.0,1.0,1.0,7.0,140.01
2613,52614,Computer,Credit Card,Female,Grocery,Married,Tenure_24-48,No,City,Average,7.0,2.0,4,5,20.0,1.0,1.0,0.0,229.64999999999998
2614,52615,Phone,Debit Card,Male,Mobile,Single,Tenure_12-24,No,Semi_urban,Very Low,8.0,3.0,3,1,13.0,1.0,1.0,8.0,135.39
2615,52616,Mobile Phone,Debit Card,Female,Laptop & Accessory,Single,Tenure_0-12,No,Rural,Very Low,9.0,2.0,5,6,12.0,2.0,2.0,2.0,160.29
2616,52617,Phone,E wallet,Male,Mobile,Single,Tenure_0-12,Yes,Rural,High,13.0,0.0,3,2,13.0,0.0,1.0,0.0,126.78999999999999
2617,52618,Phone,UPI,Female,Mobile Phone,Married,Tenure_0-12,No,City,Average,12.0,2.0,4,2,11.0,1.0,1.0,4.0,137.02
2618,52619,Phone,CC,Female,Mobile,Married,Tenure_0-12,Yes,City,Very High,0.0,3.0,3,2,17.0,0.0,1.0,0.0,123.97999999999999
2619,52620,Mobile Phone,E wallet,Female,Laptop & Accessory,Married,Tenure_0-12,No,Rural,Very Low,35.0,3.0,4,2,14.0,0.0,5.0,7.0,154.68
2620,52621,Mobile Phone,Cash on Delivery,Female,Fashion,Married,Tenure_12-24,No,City,Average,9.0,2.0,3,3,11.0,2.0,2.0,0.0,231.16000000000003
2621,52622,Phone,E wallet,Male,Laptop & Accessory,Married,Tenure_0-12,No,Rural,High,15.0,2.0,4,2,14.0,1.0,1.0,3.0,141.89
2622,52623,Mobile Phone,Credit Card,Male,Others,Married,Tenure_12-24,No,City,Very Low,8.0,2.0,3,8,0.0,2.0,2.0,2.0,293.28
2623,52624,Mobile Phone,Debit Card,Male,Fashion,Married,Tenure_0-12,No,City,Very High,16.0,2.0,3,8,13.0,2.0,5.0,7.0,183.21
2624,52625,Computer,CC,Male,Mobile,Married,Tenure_0-12,Yes,City,High,0.0,3.0,3,2,12.0,2.0,2.0,3.0,123.41999999999999
2625,52626,Phone,UPI,Male,Laptop & Accessory,Married,Tenure_0-12,No,Semi_urban,High,14.0,2.0,3,3,13.0,3.0,4.0,7.0,140.71
2626,52627,Mobile Phone,Debit Card,Male,Laptop & Accessory,Single,Tenure_0-12,Yes,Rural,Very Low,33.0,2.0,3,2,18.0,3.0,7.0,7.0,158.13
2627,52628,Phone,Debit Card,Male,Mobile,Married,Tenure_0-12,No,City,Very High,14.0,0.0,1,7,19.0,3.0,7.0,6.0,131.43
2628,52629,Phone,Debit Card,Male,Mobile,Married,Tenure_0-12,No,City,Very Low,7.0,2.0,3,2,11.0,0.0,1.0,3.0,120.44
2629,52630,Mobile Phone,Credit Card,Male,Fashion,Single,Tenure_0-12,No,City,Average,16.0,3.0,3,8,21.0,2.0,0.0,2.0,234.64
2630,52631,Computer,Debit Card,Male,Laptop & Accessory,Single,Tenure_12-24,No,Rural,High,32.0,3.0,4,9,15.0,1.0,2.0,2.0,179.91
2631,52632,Phone,Debit Card,Female,Mobile,Married,Tenure_12-24,No,City,Very High,8.0,3.0,3,5,17.0,1.0,1.0,2.0,133.77
2632,52633,Mobile Phone,Credit Card,Male,Laptop & Accessory,Married,Tenure_12-24,No,City,Very High,19.0,3.0,1,6,18.0,1.0,1.0,0.0,155.38
2633,52634,Computer,Credit Card,Male,Laptop & Accessory,Married,Tenure_0-12,No,City,Very Low,8.0,2.0,3,3,14.0,1.0,1.0,7.0,157.62
2634,52635,Computer,UPI,Male,Mobile,Married,Tenure_0-12,No,Semi_urban,High,0.0,3.0,3,6,13.0,2.0,3.0,8.0,125.91999999999999
2635,52636,Computer,Debit Card,Male,Laptop & Accessory,Married,Tenure_0-12,Yes,City,Very High,15.0,3.0,3,5,17.0,0.0,1.0,7.0,153.46
2636,52637,Phone,Credit Card,Male,Laptop & Accessory,Single,Tenure_0-12,Yes,City,Very High,16.0,2.0,3,2,15.0,0.0,1.0,8.0,142.13
2637,52638,Computer,Debit Card,Male,Laptop & Accessory,Married,Tenure_0-12,No,Rural,Very Low,26.0,2.0,3,3,18.0,1.0,2.0,2.0,141.27
2638,52639,Computer,Debit Card,Male,Mobile,Single,Tenure_12-24,No,City,Average,0.0,2.0,3,5,13.0,1.0,1.0,2.0,124.38
2639,52640,Mobile Phone,Debit Card,Male,Laptop & Accessory,Single,Tenure_12-24,No,City,High,11.0,2.0,1,4,12.0,0.0,1.0,2.0,168.7
2640,52641,Mobile Phone,E wallet,Female,Fashion,Married,Tenure_12-24,No,Rural,Average,10.0,2.0,3,1,13.0,5.0,13.0,5.0,204.47
2641,52642,Mobile Phone,Credit Card,Female,Fashion,Single,Tenure_0-12,No,City,Average,16.0,3.0,3,10,14.0,0.0,1.0,2.0,196.67
2642,52643,Phone,CC,Female,Mobile,Married,Tenure_0-12,Yes,Semi_urban,High,26.0,3.0,3,1,11.0,0.0,1.0,4.0,121.47999999999999
2643,52644,Mobile Phone,Credit Card,Female,Laptop & Accessory,Married,Tenure_0-12,Yes,City,High,27.0,3.0,3,5,22.0,3.0,3.0,7.0,189.26
2644,52645,Mobile Phone,Debit Card,Female,Laptop & Accessory,Married,Tenure_12-24,No,City,Very Low,7.0,2.0,3,5,17.0,0.0,1.0,3.0,165.13
2645,52646,Mobile Phone,COD,Male,Laptop & Accessory,Married,Tenure_0-12,No,Rural,Average,14.0,3.0,1,2,21.0,2.0,4.0,8.0,167.99
2646,52647,Computer,Credit Card,Male,Grocery,Married,Tenure_24-48,No,Rural,High,8.0,2.0,3,5,22.0,0.0,14.0,14.0,262.91
2647,52648,Phone,CC,Male,Mobile,Married,Tenure_0-12,No,City,Average,29.0,0.0,5,1,16.0,0.0,1.0,3.0,127.05000000000001
2648,52649,Mobile Phone,Debit Card,Female,Fashion,Married,Tenure_12-24,No,City,High,10.0,3.0,4,9,12.0,5.0,14.0,10.0,203.33
2649,52650,Phone,Debit Card,Female,Laptop & Accessory,Married,Tenure_12-24,No,City,Very High,18.0,2.0,3,3,12.0,1.0,7.0,7.0,144.48
2650,52651,Mobile Phone,Credit Card,Female,Laptop & Accessory,Married,Tenure_24-48,No,City,Very Low,13.0,3.0,3,5,15.0,1.0,1.0,7.0,168.54
2651,52652,Computer,E wallet,Female,Fashion,Married,Tenure_0-12,No,Rural,Very High,13.0,3.0,3,3,14.0,2.0,2.0,2.0,196.37
2652,52653,Phone,Credit Card,Female,Mobile Phone,Married,Tenure_0-12,No,City,Very High,7.0,3.0,3,2,25.0,1.0,1.0,2.0,135.91
2653,52654,Mobile Phone,E wallet,Female,Laptop & Accessory,Married,Tenure_0-12,No,Rural,Very Low,8.0,3.0,5,3,20.0,0.0,1.0,3.0,154.05
2654,52655,Phone,Credit Card,Male,Laptop & Accessory,Single,Tenure_0-12,No,Rural,Very Low,16.0,2.0,3,2,13.0,1.0,1.0,2.0,146.84
2655,52656,Computer,Debit Card,Male,Grocery,Married,Tenure_24-48,No,City,Average,21.0,2.0,3,3,14.0,2.0,0.0,2.0,257.87
2656,52657,Computer,Credit Card,Female,Mobile Phone,Single,Tenure_0-12,No,City,Average,20.0,2.0,3,2,16.0,1.0,1.0,0.0,115.13999999999999
2657,52658,Phone,UPI,Male,Mobile,Married,Tenure_0-12,Yes,Semi_urban,Very High,24.0,0.0,1,1,17.0,1.0,1.0,0.0,129.56
2658,52659,Phone,UPI,Male,Mobile,Married,Tenure_0-12,Yes,Semi_urban,Very High,0.0,2.0,4,5,15.0,2.0,2.0,0.0,123.35
2659,52660,Computer,Debit Card,Female,Laptop & Accessory,Married,Tenure_12-24,No,Rural,Average,8.0,3.0,3,5,22.0,3.0,5.0,7.0,151.54
2660,52661,Mobile Phone,UPI,Female,Laptop & Accessory,Married,Tenure_0-12,No,City,High,8.0,3.0,3,5,22.0,1.0,1.0,0.0,169.62
2661,52662,Computer,Debit Card,Male,Laptop & Accessory,Married,Tenure_12-24,No,Rural,Very Low,8.0,3.0,3,2,20.0,7.0,7.0,7.0,156.75
2662,52663,Computer,Debit Card,Female,Mobile,Single,Tenure_0-12,No,City,Very Low,0.0,2.0,3,1,14.0,1.0,1.0,2.0,123.78999999999999
2663,52664,Computer,Credit Card,Male,Mobile Phone,Married,Tenure_0-12,No,City,Very Low,26.0,2.0,3,2,13.0,1.0,3.0,10.0,138.12
2664,52665,Computer,E wallet,Male,Laptop & Accessory,Single,Tenure_0-12,No,Rural,Very Low,16.0,3.0,3,9,13.0,0.0,1.0,0.0,146.48
2665,52666,Computer,COD,Male,Mobile,Married,Tenure_12-24,No,City,Average,16.0,0.0,3,4,22.0,3.0,3.0,3.0,129.36
2666,52667,Phone,Debit Card,Female,Mobile,Single,Tenure_0-12,No,City,Average,15.0,3.0,3,5,12.0,0.0,2.0,0.0,121.05000000000001
2667,52668,Mobile Phone,Debit Card,Male,Fashion,Married,Tenure_12-24,No,City,Very Low,8.0,2.0,3,4,14.0,0.0,4.0,7.0,185.78
2668,52669,Computer,Debit Card,Male,Mobile,Married,Tenure_0-12,No,Semi_urban,Very Low,7.0,0.0,3,2,15.0,1.0,2.0,2.0,127.06
2669,52670,Mobile Phone,Debit Card,Male,Laptop & Accessory,Married,Tenure_0-12,No,City,Average,35.0,3.0,5,9,17.0,0.0,1.0,6.0,163.84
2670,52671,Phone,Debit Card,Male,Mobile Phone,Single,Tenure_12-24,No,City,Average,14.0,2.0,3,5,13.0,1.0,1.0,0.0,139.68
2671,52672,Mobile Phone,E wallet,Male,Laptop & Accessory,Single,Tenure_0-12,Yes,Rural,High,8.0,2.0,4,8,12.0,1.0,2.0,2.0,199.07
2672,52673,Mobile Phone,Cash on Delivery,Female,Grocery,Married,Tenure_12-24,No,Rural,Very High,9.0,2.0,1,3,12.0,2.0,0.0,8.0,232.25
2673,52674,Phone,Credit Card,Female,Laptop & Accessory,Married,Tenure_0-12,No,Rural,Average,29.0,2.0,4,2,21.0,3.0,5.0,8.0,135.4
2674,52675,Phone,CC,Male,Mobile,Married,Tenure_0-12,No,Semi_urban,High,12.0,0.0,4,2,11.0,1.0,1.0,0.0,128.04
2675,52676,Mobile Phone,Credit Card,Female,Others,Married,Tenure_12-24,No,City,Average,12.0,2.0,4,8,0.0,6.0,6.0,14.0,293.92
2676,52677,Mobile Phone,Debit Card,Male,Others,Married,Tenure_12-24,No,City,High,16.0,3.0,4,5,0.0,3.0,12.0,9.0,296.65
2677,52678,Computer,Debit Card,Male,Mobile,Single,Tenure_0-12,Yes,City,Very Low,0.0,3.0,4,2,24.0,1.0,1.0,0.0,124.38999999999999
2678,52679,Mobile Phone,Debit Card,Female,Fashion,Married,Tenure_0-12,Yes,Rural,High,16.0,3.0,3,6,21.0,1.0,1.0,7.0,173.14
2679,52680,Computer,Debit Card,Female,Mobile Phone,Married,Tenure_0-12,No,City,Very High,21.0,3.0,4,1,19.0,0.0,7.0,3.0,147.74
2680,52681,Phone,UPI,Male,Laptop & Accessory,Married,Tenure_0-12,No,City,Very Low,25.0,2.0,3,9,14.0,0.0,2.0,2.0,139.02
2681,52682,Phone,COD,Male,Mobile,Married,Tenure_24-48,No,City,Very Low,8.0,0.0,4,9,20.0,1.0,1.0,4.0,126.62
2682,52683,Phone,CC,Female,Mobile,Married,Tenure_0-12,No,Rural,High,9.0,0.0,3,2,19.0,1.0,1.0,0.0,128.56
2683,52684,Mobile Phone,Credit Card,Male,Mobile Phone,Single,Tenure_0-12,Yes,Rural,Very Low,15.0,2.0,3,2,13.0,0.0,1.0,0.0,110.81
2684,52685,Phone,Debit Card,Male,Mobile,Single,Tenure_0-12,Yes,City,High,0.0,3.0,3,2,23.0,1.0,1.0,0.0,124.72
2685,52686,Mobile Phone,COD,Female,Laptop & Accessory,Married,Tenure_0-12,No,Rural,Average,16.0,3.0,4,2,13.0,0.0,1.0,7.0,156.73
2686,52687,Phone,Debit Card,Male,Laptop & Accessory,Married,Tenure_0-12,No,City,Average,26.0,2.0,3,2,11.0,0.0,1.0,2.0,141.97
2687,52688,Mobile Phone,Debit Card,Male,Fashion,Married,Tenure_0-12,No,Rural,Very Low,10.0,3.0,3,3,13.0,0.0,1.0,0.0,197.13
2688,52689,Phone,Debit Card,Male,Mobile,Single,Tenure_0-12,No,City,Very High,13.0,2.0,3,4,14.0,0.0,1.0,2.0,120.62
2689,52690,Phone,Credit Card,Male,Laptop & Accessory,Married,Tenure_0-12,No,City,Very High,13.0,3.0,3,6,22.0,0.0,1.0,4.0,142.84
2690,52691,Phone,UPI,Female,Laptop & Accessory,Married,Tenure_0-12,No,City,High,22.0,2.0,4,1,11.0,0.0,1.0,2.0,147.88
2691,52692,Mobile Phone,Debit Card,Female,Laptop & Accessory,Married,Tenure_12-24,No,City,Very Low,31.0,3.0,4,1,13.0,0.0,3.0,8.0,159.06
2692,52693,Computer,UPI,Male,Laptop & Accessory,Single,Tenure_0-12,No,Semi_urban,Very Low,8.0,3.0,4,2,21.0,1.0,1.0,8.0,138.86
2693,52694,Mobile Phone,Debit Card,Male,Grocery,Married,Tenure_12-24,No,City,Very High,7.0,3.0,3,3,11.0,0.0,11.0,16.0,268.23
2694,52695,Phone,Debit Card,Female,Mobile,Married,Tenure_0-12,No,City,Average,7.0,0.0,4,2,13.0,0.0,1.0,0.0,129.33
2695,52696,Mobile Phone,Credit Card,Female,Laptop & Accessory,Single,Tenure_0-12,No,Rural,Average,8.0,2.0,1,1,14.0,0.0,1.0,7.0,165.0
2696,52697,Computer,Credit Card,Female,Grocery,Married,Tenure_12-24,No,City,Very Low,28.0,2.0,3,4,11.0,0.0,4.0,7.0,271.74
2697,52698,Mobile Phone,Debit Card,Male,Laptop & Accessory,Married,Tenure_12-24,No,City,Very High,7.0,3.0,1,3,15.0,1.0,2.0,2.0,150.33
2698,52699,Computer,COD,Male,Mobile,Married,Tenure_0-12,Yes,City,Very High,22.0,2.0,5,2,23.0,0.0,3.0,0.0,123.07
2699,52700,Phone,Debit Card,Male,Mobile,Single,Tenure_12-24,Yes,City,Very Low,0.0,3.0,3,2,16.0,0.0,1.0,0.0,125.87
2700,52701,Mobile Phone,E wallet,Male,Laptop & Accessory,Married,Tenure_0-12,No,Rural,High,23.0,2.0,4,3,16.0,1.0,1.0,3.0,155.07
2701,52702,Phone,E wallet,Female,Laptop & Accessory,Married,Tenure_12-24,No,Rural,High,14.0,2.0,3,6,21.0,0.0,1.0,4.0,143.93
2702,52703,Mobile Phone,Credit Card,Male,Fashion,Married,Tenure_12-24,No,City,Very High,12.0,2.0,3,10,13.0,5.0,0.0,7.0,233.48000000000002
2703,52704,Mobile Phone,Credit Card,Female,Laptop & Accessory,Married,Tenure_0-12,No,Rural,Very Low,16.0,2.0,3,3,11.0,1.0,1.0,4.0,165.83
2704,52705,Mobile Phone,Credit Card,Female,Laptop & Accessory,Married,Tenure_0-12,No,Rural,Very Low,9.0,3.0,4,4,12.0,0.0,1.0,1.0,181.03
2705,52706,Phone,Credit Card,Female,Mobile Phone,Married,Tenure_0-12,No,City,Average,10.0,3.0,1,9,12.0,1.0,2.0,2.0,139.78
2706,52707,Computer,UPI,Male,Mobile,Married,Tenure_0-12,No,City,Very Low,0.0,3.0,1,1,18.0,2.0,7.0,7.0,125.44
2707,52708,Computer,Credit Card,Male,Laptop & Accessory,Single,Tenure_12-24,No,City,Average,7.0,2.0,3,5,12.0,0.0,1.0,3.0,153.99
2708,52709,Mobile Phone,E wallet,Male,Laptop & Accessory,Single,Tenure_0-12,No,Rural,Average,16.0,2.0,3,2,14.0,0.0,1.0,9.0,154.87
2709,52710,Computer,Debit Card,Male,Laptop & Accessory,Married,Tenure_0-12,No,Rural,Very Low,7.0,2.0,4,2,12.0,1.0,1.0,7.0,168.34
2710,52711,Computer,Cash on Delivery,Male,Mobile Phone,Single,Tenure_0-12,Yes,Rural,Very High,30.0,2.0,1,2,17.0,0.0,1.0,0.0,110.91
2711,52712,Computer,Debit Card,Female,Laptop & Accessory,Married,Tenure_0-12,No,Rural,Average,27.0,2.0,5,7,19.0,0.0,1.0,2.0,157.36
2712,52713,Phone,COD,Male,Mobile,Married,Tenure_0-12,No,City,High,8.0,2.0,3,2,11.0,0.0,1.0,2.0,122.25999999999999
2713,52714,Computer,UPI,Male,Laptop & Accessory,Married,Tenure_0-12,No,City,Very Low,28.0,2.0,4,2,15.0,3.0,6.0,11.0,157.47
2714,52715,Mobile Phone,E wallet,Female,Laptop & Accessory,Single,Tenure_0-12,Yes,Rural,Average,19.0,2.0,3,4,11.0,0.0,2.0,2.0,198.54
2715,52716,Computer,COD,Male,Laptop & Accessory,Married,Tenure_12-24,No,City,High,20.0,3.0,3,9,18.0,0.0,1.0,7.0,154.67
2716,52717,Mobile Phone,E wallet,Female,Laptop & Accessory,Married,Tenure_24-48,No,Rural,Very High,17.0,2.0,4,5,16.0,0.0,1.0,0.0,153.8
2717,52718,Mobile Phone,Credit Card,Male,Laptop & Accessory,Married,Tenure_0-12,No,City,Very High,15.0,2.0,3,2,25.0,0.0,7.0,9.0,151.51
2718,52719,Computer,CC,Female,Laptop & Accessory,Married,Tenure_0-12,No,City,High,14.0,2.0,4,2,16.0,1.0,1.0,7.0,121.33000000000001
2719,52720,Mobile Phone,Debit Card,Female,Grocery,Married,Tenure_48-60,No,Rural,Very Low,27.0,3.0,3,5,13.0,0.0,1.0,0.0,278.75
2720,52721,Computer,Debit Card,Female,Mobile,Single,Tenure_0-12,Yes,City,Average,0.0,2.0,1,4,14.0,0.0,1.0,3.0,124.32
2721,52722,Phone,Debit Card,Male,Mobile Phone,Married,Tenure_0-12,No,City,Very Low,15.0,3.0,3,3,19.0,0.0,1.0,3.0,147.71
2722,52723,Computer,Debit Card,Male,Others,Married,Tenure_12-24,No,City,Very Low,8.0,2.0,3,4,15.0,0.0,4.0,3.0,291.61
2723,52724,Mobile Phone,E wallet,Male,Laptop & Accessory,Married,Tenure_12-24,No,Rural,Very Low,18.0,3.0,3,4,12.0,1.0,1.0,0.0,150.87
2724,52725,Computer,UPI,Female,Mobile,Married,Tenure_0-12,Yes,Semi_urban,High,28.0,0.0,4,2,12.0,1.0,1.0,0.0,128.63
2725,52726,Mobile Phone,Credit Card,Male,Laptop & Accessory,Married,Tenure_0-12,No,Rural,Very High,24.0,3.0,3,1,16.0,1.0,1.0,4.0,155.61
2726,52727,Computer,CC,Male,Mobile,Single,Tenure_0-12,No,City,Average,22.0,2.0,3,2,14.0,0.0,1.0,4.0,121.44
2727,52728,Computer,CC,Male,Mobile,Married,Tenure_0-12,No,City,Very High,9.0,0.0,3,2,13.0,2.0,2.0,3.0,130.65
2728,52729,Computer,Debit Card,Male,Mobile,Married,Tenure_0-12,No,City,High,15.0,0.0,1,2,22.0,1.0,1.0,2.0,128.1
2729,52730,Mobile Phone,E wallet,Male,Fashion,Single,Tenure_0-12,No,Rural,Very Low,7.0,2.0,3,2,21.0,2.0,2.0,1.0,198.88
2730,52731,Mobile Phone,Credit Card,Male,Fashion,Married,Tenure_0-12,No,Rural,Average,19.0,2.0,3,2,18.0,0.0,1.0,1.0,186.28
2731,52732,Phone,CC,Male,Mobile,Single,Tenure_0-12,No,City,Very High,7.0,0.0,3,1,13.0,7.0,7.0,6.0,128.67
2732,52733,Mobile Phone,Debit Card,Male,Laptop & Accessory,Married,Tenure_0-12,No,City,Very High,7.0,2.0,3,1,12.0,0.0,1.0,2.0,153.73
2733,52734,Computer,Credit Card,Female,Laptop & Accessory,Married,Tenure_0-12,No,City,Very Low,21.0,2.0,3,6,18.0,0.0,1.0,2.0,166.67
2734,52735,Computer,Debit Card,Male,Laptop & Accessory,Married,Tenure_0-12,No,City,Very High,7.0,2.0,5,2,21.0,6.0,8.0,7.0,150.03
2735,52736,Phone,COD,Male,Mobile,Married,Tenure_0-12,Yes,City,Very Low,0.0,2.0,4,6,12.0,1.0,1.0,3.0,123.66999999999999
2736,52737,Phone,Debit Card,Male,Mobile,Single,Tenure_0-12,No,Rural,Very High,7.0,0.0,4,5,14.0,1.0,1.0,0.0,128.58
2737,52738,Mobile Phone,Debit Card,Female,Laptop & Accessory,Married,Tenure_0-12,No,Rural,Very Low,13.0,2.0,3,2,11.0,1.0,1.0,9.0,152.04
2738,52739,Phone,E wallet,Male,Laptop & Accessory,Single,Tenure_0-12,No,Rural,Very Low,15.0,2.0,3,2,14.0,1.0,1.0,7.0,141.05
2739,52740,Mobile Phone,Debit Card,Male,Laptop & Accessory,Single,Tenure_0-12,No,City,Very Low,11.0,2.0,4,9,24.0,1.0,1.0,0.0,196.79
2740,52741,Computer,E wallet,Male,Laptop & Accessory,Married,Tenure_0-12,Yes,Rural,Very Low,32.0,3.0,3,2,11.0,0.0,1.0,8.0,156.17
2741,52742,Mobile Phone,Debit Card,Male,Fashion,Single,Tenure_12-24,Yes,Rural,Very High,30.0,3.0,3,7,13.0,0.0,2.0,2.0,204.48
2742,52743,Phone,Debit Card,Female,Laptop & Accessory,Married,Tenure_24-48,No,City,Average,15.0,0.0,3,4,11.0,1.0,2.0,3.0,128.97
2743,52744,Computer,Debit Card,Male,Laptop & Accessory,Married,Tenure_0-12,No,City,Average,13.0,2.0,3,2,20.0,0.0,2.0,8.0,159.68
2744,52745,Mobile Phone,Debit Card,Male,Fashion,Married,Tenure_12-24,No,City,Average,17.0,1.0,3,2,17.0,1.0,1.0,9.0,175.1
2745,52746,Computer,UPI,Male,Mobile,Married,Tenure_0-12,No,Semi_urban,High,7.0,0.0,3,1,11.0,0.0,1.0,2.0,129.91
2746,52747,Mobile Phone,UPI,Male,Others,Married,Tenure_24-48,No,Semi_urban,High,32.0,3.0,1,5,0.0,1.0,1.0,4.0,296.36
2747,52748,Mobile Phone,Credit Card,Female,Mobile Phone,Married,Tenure_0-12,No,City,Very Low,8.0,2.0,5,2,11.0,0.0,1.0,0.0,111.28999999999999
2748,52749,Mobile Phone,E wallet,Male,Grocery,Single,Tenure_0-12,No,Rural,Very High,21.0,3.0,3,1,12.0,4.0,0.0,10.0,233.41000000000003
2749,52750,Computer,Debit Card,Male,Laptop & Accessory,Single,Tenure_12-24,No,City,Average,29.0,2.0,4,2,12.0,3.0,3.0,7.0,143.32
2750,52751,Computer,Credit Card,Female,Fashion,Married,Tenure_0-12,No,City,Average,16.0,2.0,3,5,20.0,3.0,4.0,0.0,210.31
2751,52752,Phone,Credit Card,Female,Laptop & Accessory,Single,Tenure_24-48,No,City,Very High,16.0,3.0,3,7,19.0,0.0,1.0,4.0,144.4
2752,52753,Phone,Debit Card,Male,Laptop & Accessory,Single,Tenure_0-12,No,City,Average,7.0,2.0,4,2,12.0,1.0,1.0,2.0,146.17
2753,52754,Phone,UPI,Male,Mobile,Single,Tenure_0-12,No,City,Very Low,0.0,3.0,3,2,13.0,1.0,1.0,4.0,126.47
2754,52755,Computer,COD,Female,Laptop & Accessory,Married,Tenure_12-24,No,City,Average,17.0,3.0,3,2,11.0,7.0,9.0,4.0,163.23
2755,52756,Mobile Phone,E wallet,Female,Laptop & Accessory,Married,Tenure_12-24,No,Rural,High,8.0,3.0,3,4,14.0,1.0,5.0,10.0,156.77
2756,52757,Phone,UPI,Female,Mobile,Married,Tenure_0-12,No,Semi_urban,High,8.0,2.0,3,5,14.0,0.0,1.0,2.0,121.87
2757,52758,Phone,Credit Card,Male,Mobile Phone,Married,Tenure_0-12,No,City,High,7.0,3.0,3,2,13.0,1.0,1.0,7.0,137.48
2758,52759,Phone,UPI,Male,Mobile Phone,Married,Tenure_0-12,No,City,Average,8.0,2.0,3,7,19.0,0.0,1.0,2.0,139.77
2759,52760,Mobile Phone,Credit Card,Male,Fashion,Single,Tenure_12-24,No,City,Average,31.0,2.0,3,3,23.0,9.0,12.0,11.0,186.33
2760,52761,Computer,CC,Male,Mobile,Married,Tenure_0-12,No,City,Average,7.0,2.0,4,2,12.0,0.0,1.0,0.0,120.08000000000001
2761,52762,Phone,Debit Card,Male,Laptop & Accessory,Married,Tenure_0-12,No,Rural,High,7.0,2.0,3,1,15.0,1.0,5.0,8.0,144.4
2762,52763,Phone,Debit Card,Male,Mobile,Married,Tenure_0-12,No,Rural,Average,8.0,0.0,3,1,19.0,0.0,1.0,2.0,130.67
2763,52764,Computer,Debit Card,Male,Laptop & Accessory,Married,Tenure_0-12,No,City,Average,12.0,3.0,4,3,11.0,2.0,7.0,7.0,153.21
2764,52765,Mobile Phone,Debit Card,Male,Laptop & Accessory,Married,Tenure_12-24,No,City,Very High,24.0,2.0,3,7,17.0,1.0,1.0,2.0,154.1
2765,52766,Phone,Debit Card,Male,Mobile,Married,Tenure_12-24,No,City,Very Low,7.0,0.0,3,4,22.0,0.0,1.0,0.0,127.82
2766,52767,Computer,Credit Card,Female,Fashion,Married,Tenure_12-24,No,City,High,7.0,3.0,3,1,18.0,0.0,5.0,0.0,219.57
2767,52768,Phone,CC,Male,Mobile,Married,Tenure_0-12,No,City,Average,17.0,2.0,3,8,11.0,2.0,2.0,2.0,126.6
2768,52769,Phone,Debit Card,Male,Mobile,Single,Tenure_0-12,No,City,Average,7.0,3.0,3,1,12.0,1.0,1.0,2.0,133.75
2769,52770,Mobile Phone,Credit Card,Male,Laptop & Accessory,Single,Tenure_0-12,No,City,Average,15.0,2.0,3,2,19.0,0.0,1.0,8.0,150.98
2770,52771,Phone,Credit Card,Female,Laptop & Accessory,Married,Tenure_0-12,No,City,Very Low,21.0,3.0,3,1,13.0,6.0,8.0,1.0,148.78
2771,52772,Phone,Debit Card,Female,Mobile,Single,Tenure_0-12,No,City,High,35.0,0.0,4,2,13.0,0.0,4.0,1.0,128.37
2772,52773,Phone,Debit Card,Male,Mobile,Married,Tenure_12-24,No,City,Very Low,0.0,2.0,3,9,19.0,1.0,1.0,0.0,124.06
2773,52774,Phone,CC,Male,Mobile,Married,Tenure_0-12,No,Rural,High,7.0,3.0,4,1,14.0,2.0,2.0,2.0,122.69
